id	title	name_src	type	aat_types	ccodes	geowkt
26	Gregory Range	ne_mountains	mountain_range_5	300386831;300008795	AU	MULTIPOLYGON(((143.535655144146 -19.4988339171934,143.431773308209 -19.5083554015684,143.220103386334 -19.449395440631,143.057261589459 -19.3283016906309,142.535777214459 -18.7089169250059,142.433604362896 -18.6161434875059,142.312022331646 -18.523858331256,142.218272331646 -18.4149716125059,142.199717644146 -18.2726376281309,142.247813347271 -18.1625302062559,142.331553581646 -18.0851376281309,142.437998894146 -18.0521786437559,142.553721550396 -18.0747616515685,142.634532097271 -18.1290829406309,142.693858269146 -18.1992733703184,142.789561394146 -18.362969659381,142.942881706646 -18.588311456256,143.093516472271 -18.8296444640684,143.227793816021 -18.9590389953184,143.542124870709 -19.1827938781309,143.656016472271 -19.2459042296934,143.682017448834 -19.2732479796935,143.698496941021 -19.3803036437559,143.637217644146 -19.4558651671934,143.535655144146 -19.4988339171934)))
27	Selwyn Range	ne_mountains	mountain_range_5	300386831;300008795	AU	MULTIPOLYGON(((141.183848503521 -21.6599667296934,141.131480339459 -21.6759579406309,141.061411980084 -21.6628964171934,140.844248894146 -21.5836727843809,140.709849480084 -21.4707577453184,140.570323112896 -21.3965389953184,140.223765495709 -21.1719296203184,140.156504753521 -21.1199276671934,139.718516472271 -20.7034237609434,139.531016472271 -20.4858944640684,139.459849480084 -20.4216854796934,139.345713737896 -20.3396542296934,139.218638542584 -20.2325985656309,139.132701042584 -20.1060116515684,139.141856316021 -19.9655087218809,139.187388542584 -19.9083798156309,139.249034050396 -19.874444268756,139.322032097271 -19.8593075500059,139.401744011334 -19.8589413390684,139.549571159771 -19.882745050006,139.853770378521 -19.9710018859434,139.908213737896 -19.9978573546934,140.009532097271 -20.0767147765685,140.102183464459 -20.1749813781309,140.273203972271 -20.3783505187559,140.402354362896 -20.5133602843809,140.947154167584 -21.009209893756,141.063243034771 -21.1318905578184,141.151133659771 -21.2733700500059,141.199351433209 -21.4464657531309,141.208872917584 -21.5571835265684,141.203990105084 -21.6172421203184,141.183848503521 -21.6599667296934)))
28	Macdonnell Ranges	ne_mountains	mountain_range_5	300386831;300008795	AU	MULTIPOLYGON(((135.494761589459 -23.0833065734434,135.531993034771 -23.2192929015684,135.457286003521 -23.3519833312559,135.329600456646 -23.4663632140685,135.208018425396 -23.5470516906309,134.962168816021 -23.6746151671934,134.701670769146 -23.7719052062559,134.436289909771 -23.8198788390685,134.156016472271 -23.8287899718809,132.619639519146 -23.7852108703184,130.843760612896 -23.5957577453184,130.591563347271 -23.5123837218809,130.510630730084 -23.4678280578184,130.437876823834 -23.4148495421934,130.307505730084 -23.2887509093809,130.272471550396 -23.2357723937559,130.255137566021 -23.1763241515684,130.251597526959 -23.111504815631,130.258311394146 -23.0422909484434,130.289927605084 -22.9695370421934,130.348521355084 -22.9457333312559,130.965830925396 -23.009454034381,131.718760612896 -23.1462948546934,131.973765495709 -23.1630184875059,133.601328972271 -23.1574032531309,134.066416862896 -23.108819268756,134.867808464459 -22.9514706359435,135.061534050396 -22.9381649718809,135.181407097271 -22.9426815734434,135.297373894146 -22.9625790343809,135.403575066021 -23.0066464171934,135.494761589459 -23.0833065734434)))
29	Darling Range	ne_mountains	mountain_range_5	300386831;300008795	AU	MULTIPOLYGON(((116.116587761334 -33.8828671203185,115.987315300396 -33.9010555968809,115.878184441021 -33.8377011046934,115.829234245709 -33.704522393756,115.818980339459 -33.546319268756,115.838877800396 -33.291680596881,115.896983269146 -32.9474423156309,115.902598503521 -32.8595516906309,115.878550651959 -31.7488339171935,115.902354362896 -30.9078915343809,115.890025261334 -30.6277401671934,115.849619987896 -30.351983331256,115.814585808209 -30.2172177062559,115.767100456646 -30.0862362609434,115.652842644146 -29.8474667296934,115.616709831646 -29.7251522765684,115.617442253521 -29.5885555968809,115.647715691021 -29.514092706256,115.707286003521 -29.4247372375059,115.779185417584 -29.3460018859434,115.846568230084 -29.3036434875059,115.911143425396 -29.3024227843809,115.974619987896 -29.3251278625059,116.084239128521 -29.4008114562559,116.185435417584 -29.4940731750059,116.281138542584 -29.6047909484434,116.362315300396 -29.7261288390684,116.419688347271 -29.851495050006,116.518809441021 -30.1440975890684,116.571910026959 -30.439141534381,116.700938347271 -31.5068905578185,116.725108269146 -32.2816708312559,116.693858269146 -32.6270077453184,116.618052605084 -32.9605038390684,116.509654167584 -33.286065362506,116.380381706646 -33.607354425006,116.318369987896 -33.7174618468809,116.228648308209 -33.8154843078184,116.116587761334 -33.8828671203185)))
30	Hamersley Range	ne_mountains	mountain_range_5	300386831;300008795	AU	MULTIPOLYGON(((118.714010496459 -22.341857465745,119.462290886334 -22.6008846984434,119.529795769146 -22.644707940631,119.575694206646 -22.693536065631,119.615977409771 -22.7595761046934,119.630625847271 -22.8292782531309,119.599131706646 -22.8892147765685,119.555186394146 -22.9099667296934,119.502329948834 -22.915704034381,119.311167839459 -22.9142391906309,119.210337761334 -22.8992245421935,118.689219597271 -22.7234432921935,118.271250847271 -22.6248104796934,118.030528191021 -22.5118954406309,117.904917839459 -22.479913018756,117.352549675396 -22.406182550006,117.207163933209 -22.3716366515685,117.068614128521 -22.3257382140684,116.308726433209 -22.0283749328184,116.226084831646 -21.9507382140684,116.176402214459 -21.8265927062559,116.184336784771 -21.7067196593809,116.275035026959 -21.6417782531309,116.308360222271 -21.6406796203185,116.425913933209 -21.6534970031309,116.486094597271 -21.6812069640685,116.575450066021 -21.6801083312559,116.775889519146 -21.7197811828184,116.895518425396 -21.7540829406309,117.128672722271 -21.8543026671935,117.250254753521 -21.8915341125059,117.534556511334 -21.9556210265684,118.081919792584 -22.118829034381,118.352183464459 -22.224786065631,118.354991081646 -22.2349179015685,118.344859245709 -22.2419979796934,118.378062370709 -22.2585995421934,118.529307487896 -22.289727471881,118.714010496459 -22.341857465745)))
31	Owen Stanley Range	ne_mountains	mountain_range_5	300386831;300008795	PG	MULTIPOLYGON(((149.833994987896 -10.2382138000059,149.725596550396 -10.2405331359434,149.426280144146 -10.1993954406309,149.237071159771 -10.1497128234434,149.065806511334 -10.0901425109434,148.385020378521 -9.79998137813092,148.051524284771 -9.63335540156839,147.690440300396 -9.41607024531845,147.538584831646 -9.33648040156841,147.498057487896 -9.29753997188088,147.460826042584 -9.22002532344339,147.389414909771 -9.15178801875594,147.360362175396 -9.11065032344341,147.283946159771 -8.97612883906844,147.188975456646 -8.83330657344339,147.159434441021 -8.77263762813088,147.125498894146 -8.75347258906838,146.922373894146 -8.51470305781841,146.868296745709 -8.42449309688091,146.801768425396 -8.27959563594338,146.752574089459 -8.12810637813092,146.742198112896 -8.05889251094345,146.740367058209 -7.75249602656838,146.751231316021 -7.70562102656842,146.775035026959 -7.66533782344338,146.812022331646 -7.63945891719344,146.911143425396 -7.61443450313091,146.958628776959 -7.60955169063089,147.043711784771 -7.62456633906842,147.104258659771 -7.67583587031839,147.212901237896 -7.81218840938087,147.465586784771 -8.04290130000589,147.739512566021 -8.39885833125594,147.999766472271 -8.69597747188089,148.124766472271 -8.86028411250588,148.287119987896 -9.03154876094345,148.915293816021 -9.44487883906837,149.031016472271 -9.53521087031839,149.534922722271 -9.77507903438091,149.611094597271 -9.83220794063091,149.674571159771 -9.89470794063094,149.711192253521 -9.94341399531842,149.819102409771 -10.0203182921935,149.851817253521 -10.0531552062559,149.887095573834 -10.1083309875059,149.902964714459 -10.1641171203184,149.888926628521 -10.2107479796934,149.833994987896 -10.2382138000059)))
32	Maoke Mountains	ne_mountains	mountain_range_5	300386831;300008795	ID	MULTIPOLYGON(((140.505923822823 -4.82117904146703,140.470469597271 -4.82891204219338,140.365977409771 -4.82805755000588,140.122202995709 -4.79216887813094,139.643077019146 -4.67766692500588,139.307749870709 -4.61614348750588,138.731211784771 -4.56182219844341,138.386241081646 -4.48345305781844,136.633311394146 -4.28472258906845,135.829112175396 -4.26604583125587,135.729502800396 -4.24736907344338,135.637461784771 -4.21343352656839,135.554576042584 -4.16191985469338,135.484629753521 -4.08074309688095,135.458994987896 -3.98858001094342,135.479991081646 -3.89751555781844,135.550547722271 -3.81975676875589,135.741709831646 -3.67681243281841,135.822276237896 -3.59600188594338,135.971446159771 -3.38774993281841,136.037242058209 -3.31707122188089,136.294810417584 -3.09783294063091,136.426890495709 -3.00969817500589,136.523203972271 -2.92339446406839,136.570567253521 -2.89653899531844,136.635020378521 -2.89299895625592,136.689952019146 -2.90715911250588,136.844248894146 -2.98381926875595,136.907969597271 -3.02715422969339,137.009654167584 -3.13384368281837,137.068858269146 -3.17400481563088,137.202403191021 -3.20720794063089,138.447032097271 -3.24285247188088,138.748057487896 -3.28948333125587,139.036997917584 -3.37395598750594,139.781260612896 -3.65239837031841,140.210703972271 -3.87200286250588,140.427744987896 -4.00872161250594,140.608653191021 -4.19024016719338,140.712046745709 -4.41191985469342,140.696421745709 -4.66863372188091,140.644297722271 -4.75713469844341,140.566172722271 -4.80803801875589,140.505923822823 -4.82117904146703)))
33	Barisan Mountains	ne_mountains	mountain_range_5	300386831;300008795	ID	MULTIPOLYGON(((104.744883659771 -5.28142669063088,104.657115105084 -5.29692962031842,104.540293816021 -5.29070403438089,104.426158073834 -5.27642180781842,104.318492058209 -5.25286223750592,104.212901237896 -5.21856047969345,103.859507683209 -5.06084563594338,103.792002800396 -5.01848723750595,103.695811394146 -4.91399505000589,103.218272331646 -4.45378997188092,103.137217644146 -4.40300872188088,103.016612175396 -4.34905364375591,102.955943230084 -4.29473235469344,102.896250847271 -4.20537688594345,102.619273308209 -4.02373626094339,102.559825066021 -3.95623137813091,102.516245964459 -3.88079192500589,102.443369987896 -3.71978118281837,102.376841667584 -3.61882903438091,101.817271355084 -3.05913665156842,101.334971550396 -2.41240813594339,100.596934441021 -1.25957610469345,100.506846550396 -1.09368255000591,100.160288933209 -0.32146575313088,100.077036980084 -0.103997491412187,100.043223503521 0.13629791874412,100.043223503521 0.217230535931591,100.052012566021 0.306586004681591,100.083018425396 0.384405828900341,100.150157097271 0.430853582806591,100.236582878521 0.424261785931577,100.324473503521 0.375555731244106,100.404551628521 0.308111883587841,100.577647331646 0.119452215619063,100.641245964459 0.035895086712799,100.909312370709 -0.39556243281838,101.026499870709 -0.654351495318423,101.066538933209 -0.716973565630894,101.599986198834 -1.40630462031841,101.747447136334 -1.65435149531841,101.966563347271 -2.08525969844344,102.038951042584 -2.19036223750595,102.684825066021 -2.91899993281839,103.278452995709 -3.47747161250589,103.475596550396 -3.62420012813094,103.626109245709 -3.77349212031839,103.738658073834 -3.83806731563089,103.825816276959 -3.90337493281838,104.036143425396 -4.18279387813088,104.516978386334 -4.59758880000591,104.729624870709 -4.83916594844342,104.818858269146 -5.11834075313095,104.800181511334 -5.22759368281842,104.744883659771 -5.28142669063088)))
34	Hentiyn Mountains	ne_mountains	mountain_range_5	300386831;300008795	MN;RU	MULTIPOLYGON(((112.220225456646 48.1120059265566,111.790660026959 47.8250796570253,111.571421745709 47.6258609070253,111.526377800396 47.601629949994,111.424204948834 47.5723941101503,110.600596550396 47.4740664734316,110.399912956646 47.3826358093691,110.107310417584 47.1590029968691,109.974864128521 47.0958926453065,109.351817253521 47.007879949994,109.203257683209 47.0123965515566,109.136851433209 47.0243594421816,109.067393425396 47.0492617859315,108.942759636334 47.1309878601503,108.611216667584 47.4674746765566,108.484751823834 47.5189883484316,108.244029167584 47.6637637390566,108.114146355084 47.7121646179628,106.941661003521 47.7005069031191,106.863047722271 47.7166201843691,106.720225456646 47.7781436218691,106.454966667584 47.9422061218691,106.324595573834 47.9960391296816,106.203257683209 48.0117251648378,105.957041862896 48.0083071960878,105.826670769146 48.0260073914004,105.776621941021 48.0443789734316,105.740367058209 48.0688540710878,105.713877800396 48.0997988953066,105.541514519146 48.5286319031191,105.525279167584 48.6544863953065,105.532237175396 48.715155340619,105.552256706646 48.7726504578065,105.589488151959 48.8263003601504,105.640269401959 48.8695742859316,106.026866081646 49.028143621869,106.401744011334 49.296698309369,106.700938347271 49.6404483093691,106.991465691021 50.1535708679628,107.055674675396 50.2262027039004,107.129527214459 50.287176824994,107.456675651959 50.4617984070253,107.812266472271 50.5717227234316,108.552989128521 50.6425235046815,108.790415886334 50.6122500671816,110.553477409771 49.7415225281191,112.122080925396 49.6298281921816,112.231700066021 49.597479559369,112.332163933209 49.5426699890566,112.421153191021 49.459784246869,112.478160026959 49.3794619812441,112.512461784771 49.3035342468691,112.526866081646 49.2306582703066,112.523692253521 49.1597354187441,112.505869987896 49.0894229187441,112.352549675396 48.7929751648378,112.333750847271 48.7149722351503,112.329478386334 48.3184878601504,112.308848503521 48.2387149109316,112.273203972271 48.1728579773379,112.220225456646 48.1120059265566)))
35	Bureinskiy Range	ne_mountains	mountain_range_5	300386831;300008795	RU	MULTIPOLYGON(((133.335215691021 50.3922793640565,133.223033073834 50.3649966492128,133.112559441021 50.4257266296816,133.056407097271 50.5279605164004,133.034190300396 50.6580874695253,133.046519401959 50.7927920593691,133.093150261334 50.9088809265565,133.138194206646 50.9608218445254,133.196055534771 51.0058047546816,133.387461784771 51.1280581726503,133.575083855084 51.2919375671816,133.685679558209 51.3638980164003,133.927256706646 51.4663150085878,134.038828972271 51.530585028119,134.327647331646 51.7553164734316,134.430552605084 51.8207461609316,134.611582878521 51.9147403015566,134.797251823834 51.9961001648378,134.987803581646 52.063299871869,135.183726433209 52.1149966492128,135.534190300396 52.1839053406191,135.710826042584 52.1872622742129,135.885996941021 52.146551824994,135.977183464459 52.0645816101503,135.949595573834 51.9664981140565,135.859873894146 51.8723208679628,135.765391472271 51.8023135437441,135.043833855084 51.3737857117129,134.291026237896 51.0297305359316,134.205088737896 50.9802920593691,133.964366081646 50.8025576843691,133.548472526959 50.5454776062441,133.335215691021 50.3922793640565)))
36	Yam Alin' Range	ne_mountains	mountain_range_5	300386831;300008795	RU	MULTIPOLYGON(((135.180064323834 52.2675235046816,135.052500847271 52.2655703796815,134.712657097271 52.3195254578066,134.600230339459 52.3533389343691,134.509532097271 52.4107119812441,134.444834831646 52.4793154968691,134.381602409771 52.5602481140566,134.330943230084 52.6482608093691,134.304453972271 52.7381045593691,134.298960808209 52.9959780945254,134.284556511334 53.0852725281191,134.166026237896 53.4826113953066,134.152354362896 53.6225650085878,134.154795769146 53.9810244812441,134.175425651959 54.0897891296816,134.193858269146 54.1397769226503,134.237803581646 54.2164981140566,134.297618034771 54.2802188171815,134.373789909771 54.3283755554628,134.466441276959 54.3583438171816,134.589366081646 54.3739688171815,134.727793816021 54.3734195007753,134.862803581646 54.350409246869,134.975474480084 54.2985903992129,135.049937370709 54.2219912781191,135.098155144146 54.1282412781191,135.290660026959 53.5606753601503,135.337168816021 53.2992617859315,135.423350456646 53.1118838562441,135.492930534771 52.8131778015565,135.548228386334 52.6878115906191,135.559825066021 52.6293399109316,135.548228386334 52.5524356140565,135.526988151959 52.4945132507754,135.460459831646 52.3944155945253,135.414317253521 52.3533389343691,135.303477409771 52.2947451843691,135.180064323834 52.2675235046816)))
37	Chukchi Range	ne_mountains	mountain_range_5	300386831;300008795	RU	MULTIPOLYGON(((173.017344597271 69.6746279968691,173.312510612896 69.6796328796816,173.411387566021 69.6743838562441,173.677867058209 69.6311709656191,175.387950066021 69.1823184265565,175.887827995709 69.1098086609316,176.069346550396 69.0562197937441,176.239268425396 69.0587222351503,176.274668816021 69.047674871869,176.353770378521 69.0024478210879,176.588023308209 68.9608218445253,177.308604362896 68.8942324890565,177.498667839459 68.8570010437441,177.689585808209 68.8020694031191,178.853526237896 68.3908755554628,179.110972526959 68.2786929382754,179.146739128521 68.2254702820254,179.167002800396 68.2096011414003,179.446421745709 68.1253726257753,179.520884636334 68.0944278015566,179.590098503521 68.0520694031191,179.705454948834 67.9335391296816,180 67.5469561581006,179.997691276959 66.8839175476503,179.714610222271 66.8117739929628,179.471934441021 66.7680728210879,179.260630730084 66.7606265320254,177.763682487896 67.0248477234316,177.282359245709 67.1571109070253,175.179698112896 67.9165103210878,173.470347526959 68.725897528119,173.294932487896 68.7850405945253,172.730357292584 68.8948428406191,172.146372917584 69.0684878601503,171.963145378521 69.1457583679629,171.802256706646 69.266913153119,171.658702019146 69.4569766296815,171.601939323834 69.6643740906191,171.701182487896 69.8379580749941,171.783457878521 69.8693911804628,171.882212761334 69.8747622742129,172.640635612896 69.7806460632754,172.737071159771 69.7618472351504,172.921275261334 69.6945254578066,173.017344597271 69.6746279968691)))
38	Suntar-Khayata Range	ne_mountains	mountain_range_5	300386831;300008795	RU	MULTIPOLYGON(((144.779551628521 61.0008609070253,144.563243034771 60.9809024109316,143.666514519146 60.9990298523379,143.314952019146 61.0438296570254,142.644541862896 61.2269961609316,142.166026237896 61.3280703796816,141.804209831646 61.4305484070254,141.448374870709 61.5529238953066,139.904063347271 62.2010562195253,139.689463737896 62.3128115906191,139.609629753521 62.3708560242129,139.544200066021 62.445868231244,139.500987175396 62.5342471374941,139.480845573834 62.6290347351504,139.483897331646 62.7255313171816,139.510264519146 62.8185488953065,139.602061394146 62.9823062195253,139.665171745709 63.0604312195253,139.730113151959 63.1096255554628,139.808726433209 63.1256167664004,139.904429558209 63.1225650085879,140.387827995709 63.0494448914003,140.579234245709 62.9722354187441,140.671641472271 62.9439761414003,141.081309441021 62.8568179382753,142.037486198834 62.5546328796816,143.206065300396 62.2588565124941,144.240733269146 61.9315860046816,144.407847526959 61.8491885437441,144.583018425396 61.8025576843691,144.763438347271 61.7697207703066,144.937510612896 61.7189395203066,145.093638542584 61.6187197937441,145.163584831646 61.5208194031191,145.190440300396 61.4086978210879,145.176768425396 61.2924258484316,145.125498894146 61.1821353210879,144.979502800396 61.0606753601503,144.779551628521 61.0008609070253)))
39	Dzhugdzhur Range	ne_mountains	mountain_range_5	300386831;300008795	RU	MULTIPOLYGON(((134.958384636334 55.2280337585879,134.818003776959 55.2208926453066,134.367076042584 55.2256533874941,134.266245964459 55.2372500671816,134.084971550396 55.2977969421816,133.935191276959 55.4032656921815,133.834361198834 55.5512149109316,133.799693230084 55.7393252624941,133.816172722271 55.9128482117128,133.843760612896 55.9943301453066,133.892832878521 56.0669009460879,134.015147331646 56.1489932312441,134.310069206646 56.2249820007753,134.447398308209 56.2857119812441,134.580943230084 56.3614566101503,134.712412956646 56.4108340515566,135.091807487896 56.4973208679628,135.274424675396 56.523260809369,135.362803581646 56.5505435242128,135.626963737896 56.6565615906191,135.762217644146 56.6989199890565,136.076304558209 56.7658145203066,136.235118034771 56.8234317078066,136.384410026959 56.901678778119,136.529063347271 57.0007998718691,136.916880730084 57.3076236023379,139.010996941021 58.6683413757754,139.193492058209 58.7680117859315,139.384287956646 58.8506533874941,139.854014519146 59.0164859070253,139.996104362896 59.0377871765566,140.117442253521 58.989081121869,140.206309441021 58.8100039734316,140.209483269146 58.5706240906191,140.152354362896 58.3295352234316,140.060191276959 58.1455142273379,139.853648308209 57.9234072937441,139.610362175396 57.7343203796815,138.377207878521 56.9464785828066,137.940440300396 56.5398623718691,137.697398308209 56.3574282898378,137.618418816021 56.3114688171816,137.362315300396 56.199286199994,137.052012566021 55.9887759460879,136.931407097271 55.9304873718691,136.804209831646 55.8834292664003,136.485118034771 55.7843692078066,136.308604362896 55.7146060242129,135.942271355084 55.5376651062441,135.698741081646 55.3726870789003,135.612559441021 55.328680731244,135.521128776959 55.3018252624941,134.958384636334 55.2280337585879)))
40	Momskiy Mountains	ne_mountains	mountain_range_5	300386831;300008795	RU	MULTIPOLYGON(((149.453990105084 64.6655947937441,149.385996941021 64.6602236999941,149.243662956646 64.7210757507753,149.152720573834 64.7348086609316,148.867442253521 64.7433535828065,148.671641472271 64.7692935242128,148.480357292584 64.8120791687441,148.293223503521 64.8737246765565,148.109385612896 64.9563662781191,146.801890495709 65.6962954773378,146.557139519146 65.8120791687441,146.302256706646 65.8798892273378,144.444346550396 66.1619326843691,143.809458855084 66.3349063171816,143.222300651959 66.6312320007754,142.861949089459 66.8618838562441,142.709971550396 67.0149600281191,142.651988151959 67.2016055359316,142.753550651959 67.3729922546816,142.979502800396 67.4254824890566,143.240855339459 67.4130313171816,143.448008659771 67.3899600281191,144.205332878521 67.3641421570253,144.563853386334 67.3363711609316,144.919200066021 67.2625186218691,147.136729362896 66.5767276062441,148.410777214459 66.0266177429628,148.783457878521 65.8327700867128,149.145884636334 65.5966250671816,149.363291862896 65.4039981140566,149.589121941021 65.125311590619,149.670420769146 64.8495547546816,149.453990105084 64.6655947937441)))
41	Central Bruhui Range	ne_mountains	mountain_range_5	300386831;300008795	PK	MULTIPOLYGON(((66.8952742847712 28.5554263367128,66.5437117847713 28.494208074994,66.4495955738338 28.5053164734316,66.3676863941462 28.5622622742129,66.3053084644588 28.7312075867128,66.3148299488338 28.9468447937441,66.3629256519587 29.1644961609316,66.4162703785212 29.3393008484316,66.4914656910213 29.5354678406191,66.5833846363338 29.7240054382754,66.7943221363338 30.0872866882754,66.9325057300838 30.2888247742128,67.0777694019588 30.4130923523378,67.2360945972713 30.4138247742129,67.4350692066462 30.2243106140566,67.5085555347713 30.1819522156191,67.5885115894587 30.0081240906191,67.6081649097712 29.7951113953065,67.5876570972712 29.5788028015566,67.4659529957087 29.0744082703065,67.4128524097712 28.9130313171816,67.3389998707087 28.7759463562441,67.2177840503963 28.6669375671816,67.0631209644587 28.5976016296816,66.8952742847712 28.5554263367128)))
